"No.","Latitude","Longitude","Elevation (m)","Timestamp UTC (ms)"
"73","41.573633","-93.621320","213.89999389648438","1680216756219"
"74","41.573518","-93.621366","213.89999389648438","1680216758220"
"75","41.573406","-93.621463","213.89999389648438","1680216760219"
"76","41.573316","-93.621600","213.89999389648438","1680216762219"
"77","41.573244","-93.621765","213.89999389648438","1680216764219"
"78","41.573153","-93.621929","213.89999389648438","1680216766219"
"79","41.573056","-93.622081","213.89999389648438","1680216768219"
"80","41.572947","-93.622223","213.89999389648438","1680216770219"
"81","41.572836","-93.622355","213.89999389648438","1680216772220"
"82","41.572746","-93.622497","213.89999389648438","1680216774220"
"83","41.572654","-93.622635","213.89999389648438","1680216776219"
"84","41.572561","-93.622761","213.89999389648438","1680216778220"
"85","41.572456","-93.622898","213.89999389648438","1680216780220"
"86","41.572353","-93.623034","213.89999389648438","1680216782219"
"87","41.572236","-93.623182","213.89999389648438","1680216784220"
"88","41.572152","-93.623332","213.89999389648438","1680216786220"
"89","41.572082","-93.623448","213.89999389648438","1680216788219"
"90","41.571991","-93.623562","213.89999389648438","1680216790219"
"91","41.571902","-93.623670","213.89999389648438","1680216792219"
"92","41.571811","-93.623788","213.89999389648438","1680216794220"
"93","41.571731","-93.623927","213.89999389648438","1680216796219"
"94","41.571655","-93.624062","213.89999389648438","1680216798219"
"95","41.571598","-93.624206","213.89999389648438","1680216800219"
"96","41.571555","-93.624344","213.89999389648438","1680216802219"
"97","41.571507","-93.624484","213.89999389648438","1680216804220"
"98","41.571464","-93.624635","213.89999389648438","1680216806219"
"99","41.571408","-93.624784","213.89999389648438","1680216808220"
"100","41.571352","-93.624925","213.89999389648438","1680216810219"
"101","41.571300","-93.625069","213.89999389648438","1680216812219"
"102","41.571257","-93.625207","213.89999389648438","1680216814219"
"103","41.571184","-93.625445","215.50791271215854","1680216817644"
"104","41.571151","-93.625565","216.03000304078108","1680216819219"
"105","41.571107","-93.625711","216.14203472214763","1680216821220"
"106","41.571067","-93.625866","216.61977138689224","1680216823220"
"107","41.571026","-93.626022","216.3787858008426","1680216825219"
"108","41.570983","-93.626175","215.91374531863096","1680216827218"
"109","41.570940","-93.626325","215.69814432051965","1680216829220"
"110","41.570877","-93.626470","215.6051416660245","1680216831220"
"111","41.570831","-93.626622","215.2331412797792","1680216833219"
"112","41.570790","-93.626774","214.9752869821843","1680216835220"
"113","41.570751","-93.626933","214.89708682338545","1680216837220"
"114","41.570720","-93.627097","214.89708682338545","1680216839220"
"115","41.570671","-93.627243","214.99900621072896","1680216841219"
"116","41.570634","-93.627408","214.96471935088312","1680216843219"
"117","41.570632","-93.627591","214.1383714905225","1680216845219"
"118","41.570592","-93.627730","213.91858923998944","1680216847220"
"119","41.570553","-93.627884","213.5149655670329","1680216849220"
"120","41.570518","-93.628027","212.68664645161726","1680216851219"
"121","41.570478","-93.628164","212.92118775966514","1680216853220"
"122","41.570442","-93.628308","213.1346048747746","1680216855219"
"123","41.570406","-93.628447","213.25293747837776","1680216857220"
"124","41.570373","-93.628596","213.36915861215385","1680216859220"
"125","41.570335","-93.628739","213.1557355753601","1680216861219"
"126","41.570293","-93.628886","213.60534459000377","1680216863219"
"127","41.570255","-93.629040","213.72791199801856","1680216865219"
"128","41.570218","-93.629193","213.15735470026516","1680216867219"
"129","41.570180","-93.629347","213.35387564393653","1680216869220"
"130","41.570144","-93.629499","213.10290892293693","1680216871219"
"131","41.570113","-93.629656","213.07966530045343","1680216873220"
"132","41.570085","-93.629806","213.13249180762142","1680216875219"
"133","41.570057","-93.629954","213.3649323611125","1680216877220"
"134","41.570068","-93.630122","213.29259442936427","1680216879220"
"135","41.570112","-93.630279","213.08762256036903","1680216881220"
"136","41.570176","-93.630404","212.97351666312142","1680216883220"
"137","41.570280","-93.630476","212.94604695492654","1680216885220"
"138","41.570365","-93.630520","213.2270874153936","1680216887219"
"139","41.570464","-93.630499","212.95027305806866","1680216889219"
"140","41.570557","-93.630423","213.1066403596579","1680216891220"
"141","41.570662","-93.630354","213.49334489177693","1680216893219"
"142","41.570779","-93.630314","213.24610552844467","1680216895219"
"143","41.570912","-93.630297","213.2804208029575","1680216897220"
"144","41.571047","-93.630292","212.49649150454553","1680216899220"
"145","41.571186","-93.630305","211.44854863754642","1680216901220"
"146","41.571324","-93.630335","211.7675658768551","1680216903220"
"147","41.571532","-93.630379","211.57793504991878","1680216906220"
"148","41.571741","-93.630436","212.78645675556618","1680216909219"
"149","41.571878","-93.630469","211.70258226959749","1680216911219"
"150","41.572010","-93.630505","211.56314651870343","1680216913219"
"151","41.572142","-93.630570","211.06457689106156","1680216915220"
"152","41.572269","-93.630662","210.1477925491634","1680216917220"
"153","41.572384","-93.630778","210.2090492325509","1680216919219"
"154","41.572489","-93.630917","210.1456802576542","1680216921219"
"155","41.572581","-93.631076","209.70844727749284","1680216923220"
"156","41.572658","-93.631249","209.68943766091922","1680216925220"
"157","41.572712","-93.631440","209.9027702544667","1680216927220"
"158","41.572744","-93.631636","210.51322692473116","1680216929220"
"159","41.572766","-93.631826","211.30540770078034","1680216931219"
"160","41.572778","-93.632107","208.85939275697945","1680216934219"
"161","41.572796","-93.632293","209.9196681157494","1680216936219"
"162","41.572850","-93.632529","210.09076086365775","1680216939220"
"163","41.572909","-93.632755","209.61551178061467","1680216942219"
"164","41.572974","-93.632987","211.0497892579051","1680216945219"
"165","41.573021","-93.633132","212.17372310930915","1680216947220"
"166","41.573068","-93.633278","212.2666867355112","1680216949219"
"167","41.573095","-93.633432","212.2392201031808","1680216951219"
"168","41.573107","-93.633586","212.4821972556341","1680216953219"
"169","41.573112","-93.633734","212.68080985477064","1680216955220"
"170","41.573097","-93.633950","210.96740148958708","1680216958220"
"171","41.573071","-93.634167","210.4604175124474","1680216961219"
"172","41.573050","-93.634320","210.08599463626916","1680216963220"
"173","41.573034","-93.634476","210.41129764892537","1680216965220"
"174","41.573014","-93.634632","210.18104941685846","1680216967219"
"175","41.573004","-93.634783","209.80928569302802","1680216969218"
"176","41.573013","-93.634928","210.4577705298035","1680216971219"
"177","41.573031","-93.635072","210.99011448121888","1680216973219"
"178","41.573059","-93.635207","211.11369751458085","1680216975220"
"179","41.573094","-93.635341","211.7770681920132","1680216977219"
"180","41.573131","-93.635472","212.36865283440045","1680216979219"
"181","41.573164","-93.635608","212.51866837752982","1680216981220"
"182","41.573200","-93.635751","212.48063601609294","1680216983219"
"183","41.573237","-93.635962","214.60648494017636","1680216986220"
"184","41.573256","-93.636187","213.10396574067147","1680216989220"
"185","41.573258","-93.636418","213.6808508107747","1680216992219"
"186","41.573255","-93.636576","213.1124179849861","1680216994219"
"187","41.573244","-93.636729","211.14749858339258","1680216996220"
"188","41.573223","-93.636877","211.23622703207405","1680216998219"
"189","41.573195","-93.637025","211.8129846505406","1680217000219"
"190","41.573169","-93.637174","212.4278135757367","1680217002220"
"191","41.573111","-93.637480","212.37710434352812","1680217006219"
"192","41.573086","-93.637630","212.08975777337355","1680217008220"
"193","41.573041","-93.637856","211.17284947369768","1680217011220"
"194","41.572986","-93.638083","211.3355194955526","1680217014219"
"195","41.572957","-93.638238","210.8306188690675","1680217016219"
"196","41.572919","-93.638400","210.5496621241419","1680217018219"
"197","41.572863","-93.638554","210.5137510328109","1680217020220"
"198","41.572756","-93.638822","210.42291777687223","1680217024220"
"199","41.572744","-93.638959","212.56726553282147","1680217026218"
"200","41.572678","-93.639229","211.6967848953335","1680217030220"
"201","41.572593","-93.639421","209.89483678396238","1680217033220"
"202","41.572522","-93.639553","208.75851836008462","1680217035220"
"203","41.572461","-93.639803","208.7310627416635","1680217038220"
"204","41.572460","-93.640063","209.15769088521841","1680217041219"
"205","41.572463","-93.640283","209.46394713516838","1680217044220"
"206","41.572462","-93.640428","210.22435545346661","1680217046220"
"207","41.572461","-93.640713","210.7461196180259","1680217050220"
"208","41.572466","-93.640859","210.92990656836463","1680217052220"
"209","41.572474","-93.641005","211.37565933310555","1680217054219"
"210","41.572507","-93.641298","211.37354670532295","1680217058220"
"211","41.572559","-93.641582","211.30594289510765","1680217062219"
"212","41.572617","-93.641867","212.01580986868777","1680217066220"
"213","41.572649","-93.642011","212.2165271149882","1680217068219"
"214","41.572683","-93.642152","212.03482498239453","1680217070219"
"215","41.572715","-93.642298","212.25033259382678","1680217072220"
"216","41.572743","-93.642442","212.3073796459247","1680217074220"
"217","41.572797","-93.642711","212.07074253609954","1680217078219"
"218","41.572815","-93.642840","212.25878398465977","1680217080219"
"219","41.572852","-93.642953","213.01310464801344","1680217082219"
"220","41.572963","-93.643049","213.46319357719176","1680217085220"
"221","41.573020","-93.643101","214.08870906635087","1680217087220"
"222","41.573110","-93.643197","214.68045551115165","1680217089220"
"223","41.573196","-93.643348","214.17746839237884","1680217092219"
"224","41.573261","-93.643453","214.5071540487777","1680217094220"
"225","41.573394","-93.643614","213.9238727905386","1680217097220"
"226","41.573487","-93.643711","213.6681715948995","1680217099219"
"227","41.573632","-93.643975","213.48643825717136","1680217102219"
"228","41.573795","-93.644161","213.31316127138575","1680217105220"
"229","41.573906","-93.644269","213.1652447034337","1680217107219"
"230","41.574014","-93.644361","212.52289420603046","1680217109219"
"231","41.574133","-93.644453","212.47852311213984","1680217111220"
"232","41.574333","-93.644576","212.79335162412406","1680217114220"
"233","41.574622","-93.644647","213.18214932306017","1680217118220"
"234","41.574761","-93.644642","213.11030492311528","1680217120219"
"235","41.574895","-93.644657","212.99197430131943","1680217122220"
"236","41.575025","-93.644682","213.2941432819395","1680217124219"
"237","41.575151","-93.644697","213.39979932029803","1680217126219"
"238","41.575341","-93.644706","213.98938425887133","1680217129220"
"239","41.575530","-93.644701","214.09082237280506","1680217132220"
"240","41.575734","-93.644698","213.98515769720638","1680217135219"
"241","41.575939","-93.644675","213.89508865037385","1680217138220"
"242","41.576071","-93.644644","214.26068140217058","1680217140220"
"243","41.576204","-93.644610","214.16769534858344","1680217142220"
"244","41.576344","-93.644599","214.26602596692777","1680217144220"
"245","41.576491","-93.644588","214.32097201032747","1680217146220"
"246","41.576635","-93.644516","214.1223226188418","1680217148219"
"247","41.576773","-93.644428","213.7271510073772","1680217150219"
"248","41.576926","-93.644360","213.27803959152544","1680217152220"
"249","41.577080","-93.644312","212.79626985443508","1680217154220"
"250","41.577231","-93.644285","212.64739123450494","1680217156220"
"251","41.577375","-93.644258","212.6642944344294","1680217158220"
"252","41.577517","-93.644215","212.93686320004974","1680217160220"
"253","41.577661","-93.644164","212.91573352413042","1680217162219"
"254","41.577801","-93.644116","212.81008593675205","1680217164219"
"255","41.578027","-93.644061","212.93897617054682","1680217167643"
"256","41.578127","-93.644004","212.947428057815","1680217169220"
"257","41.578253","-93.643911","212.8586836629559","1680217171219"
"258","41.578369","-93.643819","212.87886991085577","1680217173219"
"259","41.578496","-93.643705","213.3458436276419","1680217175220"
"260","41.578616","-93.643601","213.80227725706476","1680217177220"
"261","41.578743","-93.643519","213.72292467287167","1680217179219"
"262","41.578870","-93.643457","213.32143252994774","1680217181220"
"263","41.579022","-93.643437","213.37965268096713","1680217183220"
"264","41.579171","-93.643425","213.99457843343356","1680217185220"
"265","41.579303","-93.643415","213.99880488204332","1680217187220"
"266","41.579430","-93.643412","214.9329018656411","1680217189220"
"267","41.579543","-93.643393","215.41996788568326","1680217191220"
"268","41.579652","-93.643355","215.4791486407039","1680217193220"
"269","41.579764","-93.643296","215.48016135967032","1680217195220"
"270","41.579839","-93.643227","216.20414651623327","1680217197219"
"271","41.579894","-93.643153","217.04651068175167","1680217199220"
"272","41.579938","-93.643089","217.7219818942379","1680217201219"
"273","41.580011","-93.642986","218.15539716798025","1680217203220"
"274","41.580069","-93.642907","218.7854746135597","1680217205220"
"275","41.580111","-93.642848","219.34158869096763","1680217207220"
"276","41.580171","-93.642763","220.0182787348292","1680217209219"
"277","41.580236","-93.642674","220.14696676020765","1680217211219"
"278","41.580282","-93.642632","220.26962643474718","1680217213003"
"279","41.580370","-93.642492","220.56291589057395","1680217215219"
"280","41.580456","-93.642338","221.71658636826504","1680217217219"
"281","41.580526","-93.642191","221.72293186844382","1680217219220"
"282","41.580583","-93.642060","221.4341139727955","1680217221220"
"283","41.580637","-93.641933","221.68386941120707","1680217223220"
"284","41.580686","-93.641803","221.63409529939884","1680217225219"
"285","41.580736","-93.641677","221.80330861632842","1680217227220"
"286","41.580784","-93.641559","221.80542380422492","1680217229220"
"287","41.580832","-93.641443","221.95672776230208","1680217231219"
"288","41.580881","-93.641330","221.81388456110278","1680217233219"
"289","41.580934","-93.641214","221.85731323465382","1680217235220"
"290","41.580984","-93.641095","222.38189670021876","1680217237220"
"291","41.581036","-93.640979","222.16613665629","1680217239219"
"292","41.581082","-93.640870","222.83670306666846","1680217241219"
"293","41.581125","-93.640761","223.09479011982182","1680217243220"
"294","41.581172","-93.640649","223.34965220099895","1680217245220"
"295","41.581223","-93.640536","223.25768518488923","1680217247220"
"296","41.581273","-93.640411","222.4103892651067","1680217249220"
"297","41.581327","-93.640280","222.27613128469238","1680217251219"
"298","41.581386","-93.640143","222.27613128469238","1680217253220"
"299","41.581446","-93.639994","222.85785744669386","1680217255220"
"300","41.581497","-93.639831","222.27401598987905","1680217257220"
"301","41.581536","-93.639664","221.48044764479647","1680217259220"
"302","41.581565","-93.639499","220.96648617878776","1680217261219"
"303","41.581585","-93.639326","221.24567124634297","1680217263218"
"304","41.581599","-93.639152","221.0955023746568","1680217265219"
"305","41.581613","-93.638980","220.0655427153057","1680217267219"
"306","41.581611","-93.638819","219.68066186997964","1680217269219"
"307","41.581609","-93.638662","219.06954092674118","1680217271220"
"308","41.581602","-93.638503","219.9872962891447","1680217273220"
"309","41.581574","-93.638346","220.59213885449782","1680217275220"
"310","41.581561","-93.638188","217.23010092452154","1680217277219"
"311","41.581559","-93.638031","216.22175023342896","1680217279220"
"312","41.581557","-93.637872","215.79899746998194","1680217281219"
"313","41.581551","-93.637704","215.56226515695244","1680217283220"
"314","41.581531","-93.637534","215.0127335590393","1680217285220"
"315","41.581518","-93.637375","214.01098710490618","1680217287220"
"316","41.581507","-93.637200","214.1948430659138","1680217289219"
"317","41.581493","-93.637012","214.50127855407004","1680217291219"
"318","41.581478","-93.636832","214.19061644719028","1680217293219"
"319","41.581468","-93.636663","214.2476759782619","1680217295219"
"320","41.581456","-93.636508","214.3533427935783","1680217297219"
"321","41.581400","-93.636340","214.5541133816709","1680217299219"
"322","41.581360","-93.636154","214.4991651678351","1680217301219"
"323","41.581334","-93.635971","214.13567059609875","1680217303219"
"324","41.581299","-93.635805","214.10397122908108","1680217305219"
"325","41.581256","-93.635647","213.58411856971975","1680217307219"
"326","41.581221","-93.635483","213.54608182541506","1680217309218"
"327","41.581191","-93.635318","213.77219165405285","1680217311220"
"328","41.581154","-93.635168","214.00676057811017","1680217313219"
"329","41.581116","-93.635020","214.27937588416847","1680217315219"
"330","41.581087","-93.634869","214.16103017530116","1680217317220"
"331","41.581068","-93.634720","214.16103017530116","1680217319220"
"332","41.581040","-93.634578","214.40414639475472","1680217321219"
"333","41.581011","-93.634432","213.95400480484795","1680217323219"
"334","41.580989","-93.634298","214.1885826424654","1680217325220"
"335","41.580973","-93.634188","214.83951740176997","1680217327219"
"336","41.580958","-93.634100","215.16077640545592","1680217329219"
"337","41.580938","-93.633949","215.1945938529218","1680217331220"
"338","41.580918","-93.633833","215.4228651619756","1680217333219"
"339","41.580893","-93.633707","214.15476921929718","1680217335219"
"340","41.580870","-93.633577","214.74441017057995","1680217337219"
"341","41.580849","-93.633426","217.09999084472656","1680217339219"
"342","41.580833","-93.633300","217.09999084472656","1680217341219"
"343","41.580820","-93.633170","215.1539072529713","1680217343219"
"344","41.580810","-93.633031","215.3272229604338","1680217345219"
"345","41.580803","-93.632894","217.09999084472656","1680217347219"
"346","41.580794","-93.632763","217.09999084472656","1680217349220"
"347","41.580784","-93.632636","217.09999084472656","1680217351218"
"348","41.580775","-93.632513","217.09999084472656","1680217353219"
"349","41.580766","-93.632391","217.09999084472656","1680217355219"
"350","41.580759","-93.632270","215.41445093080603","1680217357219"
"351","41.580751","-93.632146","215.09053749219703","1680217359220"
"352","41.580741","-93.632024","214.60019949162523","1680217361220"
"353","41.580733","-93.631897","214.52834200173578","1680217363220"
"354","41.580733","-93.631768","214.87284081751153","1680217365220"
"355","41.580736","-93.631654","215.1919902848485","1680217367219"
"356","41.580737","-93.631588","215.40546784592595","1680217369220"
"357","41.580736","-93.631493","217.09999084472656","1680217371218"
"358","41.580733","-93.631386","217.09999084472656","1680217373220"
"359","41.580730","-93.631293","217.09999084472656","1680217375220"
"360","41.580735","-93.631274","217.09999084472656","1680217376881"
"361","41.580738","-93.631109","217.09999084472656","1680217379160"
"362","41.580745","-93.630975","217.09999084472656","1680217380819"
"363","41.580742","-93.630804","217.09999084472656","1680217383219"
"364","41.580742","-93.630655","217.09999084472656","1680217385220"
"365","41.580743","-93.630513","217.09999084472656","1680217387220"
"366","41.580747","-93.630389","217.09999084472656","1680217389220"
"367","41.580742","-93.630271","217.09999084472656","1680217391220"
"368","41.580737","-93.630166","217.09999084472656","1680217393220"
"369","41.580741","-93.630023","217.09999084472656","1680217395220"
"370","41.580751","-93.629904","217.09999084472656","1680217397219"
"371","41.580754","-93.629877","217.09999084472656","1680217398894"
"372","41.580767","-93.629789","217.09999084472656","1680217401144"
"373","41.580781","-93.629663","217.09999084472656","1680217402832"
"374","41.580778","-93.629580","217.09999084472656","1680217404469"
"375","41.580776","-93.629529","217.09999084472656","1680217406094"
"376","41.580783","-93.629480","217.09999084472656","1680217408893"
"377","41.580786","-93.629457","217.09999084472656","1680217411157"
"378","41.580786","-93.629448","217.09999084472656","1680217412845"
"379","41.580788","-93.629443","217.09999084472656","1680217415108"
"380","41.580788","-93.629433","217.09999084472656","1680217416750"
"381","41.580791","-93.629397","217.09999084472656","1680217418469"
"382","41.580804","-93.629324","217.09999084472656","1680217420155"
"383","41.580819","-93.629225","216.22613846967977","1680217421845"
"384","41.580834","-93.629081","216.4988322422285","1680217424090"
"385","41.580850","-93.628867","217.07172920794875","1680217427219"
"386","41.580850","-93.628794","216.9660257398047","1680217428895"
"387","41.580861","-93.628704","216.96813979621368","1680217430583"
"388","41.580875","-93.628602","217.25777052222628","1680217432269"
"389","41.580891","-93.628452","217.14572242210318","1680217434407"
"390","41.580902","-93.628345","217.0992123261708","1680217436095"
"391","41.580918","-93.628158","217.40576085519365","1680217439220"
"392","41.580929","-93.628013","217.04424617907767","1680217441220"
"393","41.580946","-93.627865","216.77153481183768","1680217443219"
"394","41.580960","-93.627736","216.57132598859675","1680217445219"
"395","41.580974","-93.627603","216.37473363949022","1680217447219"
"396","41.580989","-93.627474","216.67702268977746","1680217449220"
"397","41.581009","-93.627340","217.2290474037036","1680217451219"
"398","41.581019","-93.627205","217.2290474037036","1680217453219"
"399","41.581036","-93.627076","218.43795425701325","1680217455219"
"400","41.581065","-93.626948","218.26140517552716","1680217457220"
"401","41.581065","-93.626826","218.09542944839694","1680217459219"
"402","41.581066","-93.626714","217.89831380184256","1680217461220"
"403","41.581075","-93.626621","218.22021348879525","1680217463219"
"404","41.581093","-93.626476","220.09999084472656","1680217465220"
"405","41.581117","-93.626328","217.89999389648438","1680217467219"
"406","41.581135","-93.626203","217.89999389648438","1680217469220"
"407","41.581153","-93.626080","217.89999389648438","1680217471219"
"408","41.581161","-93.625953","217.89999389648438","1680217473219"
"409","41.581169","-93.625829","217.89999389648438","1680217475219"
"410","41.581179","-93.625711","217.89999389648438","1680217477220"
"411","41.581194","-93.625593","217.89999389648438","1680217479220"
"412","41.581210","-93.625476","217.89999389648438","1680217481219"
"413","41.581231","-93.625349","217.89999389648438","1680217483219"
"414","41.581250","-93.625213","217.89999389648438","1680217485219"
"415","41.581263","-93.625075","217.89999389648438","1680217487219"
"416","41.581282","-93.624939","217.89999389648438","1680217489220"
"417","41.581307","-93.624798","217.89999389648438","1680217491220"
"418","41.581323","-93.624659","216.18878750093","1680217493219"
"419","41.581339","-93.624527","215.7412398219011","1680217495218"
"420","41.581351","-93.624406","217.89999389648438","1680217497220"
"421","41.581370","-93.624289","217.89999389648438","1680217499220"
"422","41.581396","-93.624143","215.91633375173484","1680217501219"
"423","41.581429","-93.624004","215.39635103819114","1680217503219"
"424","41.581441","-93.623884","215.32237235685312","1680217505219"
"425","41.581458","-93.623746","215.95612400207006","1680217507219"
"426","41.581481","-93.623603","215.92901665653062","1680217509219"
"427","41.581497","-93.623461","215.49992227974303","1680217511220"
"428","41.581514","-93.623310","215.76379748763247","1680217513219"
"429","41.581536","-93.623165","217.89999389648438","1680217515220"
"430","41.581553","-93.623010","217.89999389648438","1680217517220"
"431","41.581566","-93.622866","217.89999389648438","1680217519220"
"432","41.581589","-93.622728","217.89999389648438","1680217521219"
"433","41.581605","-93.622592","217.89999389648438","1680217523220"
"434","41.581618","-93.622461","217.89999389648438","1680217525220"
"435","41.581638","-93.622331","216.17449871827728","1680217527219"
"436","41.581640","-93.622179","215.66267965177758","1680217529219"
"437","41.581653","-93.622032","215.31206334799788","1680217531219"
"438","41.581676","-93.621896","216.09417013938065","1680217533219"
"439","41.581701","-93.621760","216.25877886049835","1680217535219"
"440","41.581730","-93.621625","216.08332685571924","1680217537219"
"441","41.581757","-93.621485","216.21015926551786","1680217539219"
"442","41.581771","-93.621344","217.89999389648438","1680217541219"
"443","41.581783","-93.621212","217.89999389648438","1680217543219"
"444","41.581798","-93.621080","217.89999389648438","1680217545220"
"445","41.581820","-93.620940","217.89999389648438","1680217547220"
"446","41.581838","-93.620803","217.89999389648438","1680217549219"
"447","41.581854","-93.620674","217.89999389648438","1680217551220"
"448","41.581869","-93.620546","217.89999389648438","1680217553220"
"449","41.581891","-93.620431","217.89999389648438","1680217555219"
"450","41.581913","-93.620311","217.89999389648438","1680217557219"
"451","41.581940","-93.620161","217.89999389648438","1680217559220"
"452","41.581962","-93.620017","217.89999389648438","1680217561220"
"453","41.581980","-93.619885","217.89999389648438","1680217563218"
"454","41.581992","-93.619755","217.89999389648438","1680217565220"
"455","41.582002","-93.619624","217.89999389648438","1680217567219"
"456","41.582019","-93.619499","217.89999389648438","1680217569220"
"457","41.582029","-93.619399","217.89999389648438","1680217571220"
"458","41.582036","-93.619376","217.89999389648438","1680217573219"
"459","41.582042","-93.619376","217.89999389648438","1680217575220"
"460","41.582043","-93.619376","217.89999389648438","1680217577219"
"461","41.582043","-93.619376","215.72162276672339","1680217579219"
"462","41.582043","-93.619376","216.09168579037214","1680217580987"
"463","41.582043","-93.619376","218.0","1680217582562"
"464","41.582042","-93.619376","218.0","1680217584227"
"465","41.582040","-93.619376","217.0","1680217586500"
"466","41.582040","-93.619375","217.0","1680217588750"
"467","41.582040","-93.619375","217.0","1680217591000"
"468","41.582040","-93.619373","217.89999389648438","1680217592575"
"469","41.582040","-93.619372","217.89999389648438","1680217594825"
"470","41.582040","-93.619371","217.89999389648438","1680217597075"
"471","41.582040","-93.619370","217.89999389648438","1680217598762"
"472","41.582040","-93.619368","217.89999389648438","1680217601012"
"473","41.582039","-93.619365","218.0","1680217603219"
